"","State","Year","HDI"
"789","Meghalaya",2008,0.575
"790","Meghalaya",2009,0.591
"791","Meghalaya",2010,0.611
"792","Meghalaya",2011,0.634
"793","Meghalaya",2012,0.652
"794","Meghalaya",2013,0.646
"795","Meghalaya",2014,0.645
"796","Meghalaya",2015,0.641
"797","Meghalaya",2016,0.64
"798","Meghalaya",2017,0.645
"799","Meghalaya",2018,0.642
"800","Meghalaya",2019,0.643
"801","Meghalaya",2020,0.643
"802","Meghalaya",2021,0.637
"803","Meghalaya",2022,0.65
"804","Meghalaya",2023,0.652
"805","Meghalaya",2024,0.654
"806","Mizoram",1990,0.532
"807","Mizoram",1991,0.535
"808","Mizoram",1992,0.541
"809","Mizoram",1993,0.541
"810","Mizoram",1994,0.542
"811","Mizoram",1995,0.543
"812","Mizoram",1996,0.546
"813","Mizoram",1997,0.547
"814","Mizoram",1998,0.55
"815","Mizoram",1999,0.553
"816","Mizoram",2000,0.563
"817","Mizoram",2001,0.571
"818","Mizoram",2002,0.581
"819","Mizoram",2003,0.598
"820","Mizoram",2004,0.611
"821","Mizoram",2005,0.624
"822","Mizoram",2006,0.637
"823","Mizoram",2007,0.648
"824","Mizoram",2008,0.657
"825","Mizoram",2009,0.664
"826","Mizoram",2010,0.676
"827","Mizoram",2011,0.693
"828","Mizoram",2012,0.703
"829","Mizoram",2013,0.697
"830","Mizoram",2014,0.694
"831","Mizoram",2015,0.689
"832","Mizoram",2016,0.687
"833","Mizoram",2017,0.696
"834","Mizoram",2018,0.698
"835","Mizoram",2019,0.703
"836","Mizoram",2020,0.703
"837","Mizoram",2021,0.697
"838","Mizoram",2022,0.709
"839","Mizoram",2023,0.71175
"840","Mizoram",2024,0.7145
"841","Nagaland",1990,0.539
"842","Nagaland",1991,0.542
"843","Nagaland",1992,0.548
"844","Nagaland",1993,0.541
"845","Nagaland",1994,0.535
"846","Nagaland",1995,0.53
"847","Nagaland",1996,0.526
"848","Nagaland",1997,0.521
"849","Nagaland",1998,0.516
"850","Nagaland",1999,0.513
"851","Nagaland",2000,0.516
"852","Nagaland",2001,0.519
"853","Nagaland",2002,0.524
"854","Nagaland",2003,0.536
"855","Nagaland",2004,0.543
"856","Nagaland",2005,0.55
"857","Nagaland",2006,0.558
"858","Nagaland",2007,0.583
"859","Nagaland",2008,0.605
"860","Nagaland",2009,0.626
"861","Nagaland",2010,0.651
"862","Nagaland",2011,0.68
"863","Nagaland",2012,0.703
"864","Nagaland",2013,0.69
"865","Nagaland",2014,0.682
"866","Nagaland",2015,0.671
"867","Nagaland",2016,0.662
"868","Nagaland",2017,0.669
"869","Nagaland",2018,0.669
"870","Nagaland",2019,0.672
"871","Nagaland",2020,0.672
"872","Nagaland",2021,0.667
"873","Nagaland",2022,0.679
"874","Nagaland",2023,0.6815
"875","Nagaland",2024,0.684
"876","Odisha",1990,0.403
"877","Odisha",1991,0.405
"878","Odisha",1992,0.409
"879","Odisha",1993,0.413
"880","Odisha",1994,0.418
"881","Odisha",1995,0.423
"882","Odisha",1996,0.43
"883","Odisha",1997,0.434
"884","Odisha",1998,0.44
"885","Odisha",1999,0.447
"886","Odisha",2000,0.451
"887","Odisha",2001,0.455
"888","Odisha",2002,0.46
"889","Odisha",2003,0.472
"890","Odisha",2004,0.479
"891","Odisha",2005,0.487
"892","Odisha",2006,0.495
"893","Odisha",2007,0.504
"894","Odisha",2008,0.511
"895","Odisha",2009,0.517
"896","Odisha",2010,0.527
"897","Odisha",2011,0.54
"898","Odisha",2012,0.548
"899","Odisha",2013,0.556
"900","Odisha",2014,0.568
"901","Odisha",2015,0.578
"902","Odisha",2016,0.59
"903","Odisha",2017,0.598
"904","Odisha",2018,0.599
"905","Odisha",2019,0.603
"906","Odisha",2020,0.603
"907","Odisha",2021,0.598
"908","Odisha",2022,0.61
"909","Odisha",2023,0.61275
"910","Odisha",2024,0.6155
"911","Puducherry",1990,0.711
"912","Puducherry",1991,0.716
"913","Puducherry",1992,0.723
"914","Puducherry",1993,0.725
"915","Puducherry",1994,0.722
"916","Puducherry",1995,0.719
"917","Puducherry",1996,0.718
"918","Puducherry",1997,0.716
"919","Puducherry",1998,0.715
"920","Puducherry",1999,0.717
"921","Puducherry",2000,0.719
"922","Puducherry",2001,0.72
"923","Puducherry",2002,0.723
"924","Puducherry",2003,0.735
"925","Puducherry",2004,0.741
"926","Puducherry",2005,0.748
"927","Puducherry",2006,0.754
"928","Puducherry",2007,0.749
"929","Puducherry",2008,0.743
"930","Puducherry",2009,0.735
"931","Puducherry",2010,0.732
"932","Puducherry",2011,0.735
"933","Puducherry",2012,0.732
"934","Puducherry",2013,0.727
"935","Puducherry",2014,0.726
"936","Puducherry",2015,0.722
"937","Puducherry",2016,0.721
"938","Puducherry",2017,0.729
"939","Puducherry",2018,0.731
"940","Puducherry",2019,0.735
"941","Puducherry",2020,0.735
"942","Puducherry",2021,0.729
"943","Puducherry",2022,0.741
"944","Puducherry",2023,0.7435
"945","Puducherry",2024,0.746
"946","Punjab",1990,0.502
"947","Punjab",1991,0.505
"948","Punjab",1992,0.51
"949","Punjab",1993,0.517
"950","Punjab",1994,0.524
"951","Punjab",1995,0.532
"952","Punjab",1996,0.541
"953","Punjab",1997,0.549
"954","Punjab",1998,0.558
"955","Punjab",1999,0.568
"956","Punjab",2000,0.572
"957","Punjab",2001,0.575
"958","Punjab",2002,0.58
"959","Punjab",2003,0.593
"960","Punjab",2004,0.6
"961","Punjab",2005,0.608
"962","Punjab",2006,0.616
"963","Punjab",2007,0.626
"964","Punjab",2008,0.633
"965","Punjab",2009,0.638
"966","Punjab",2010,0.648
"967","Punjab",2011,0.662
"968","Punjab",2012,0.67
"969","Punjab",2013,0.677
"970","Punjab",2014,0.687
"971","Punjab",2015,0.695
"972","Punjab",2016,0.706
"973","Punjab",2017,0.705
"974","Punjab",2018,0.696
"975","Punjab",2019,0.691
"976","Punjab",2020,0.692
"977","Punjab",2021,0.685
"978","Punjab",2022,0.698
"979","Punjab",2023,0.6985
"980","Punjab",2024,0.699
"981","Rajasthan",1990,0.406
"982","Rajasthan",1991,0.408
"983","Rajasthan",1992,0.413
"984","Rajasthan",1993,0.418
"985","Rajasthan",1994,0.424
"986","Rajasthan",1995,0.431
"987","Rajasthan",1996,0.438
"988","Rajasthan",1997,0.443
"989","Rajasthan",1998,0.449
"990","Rajasthan",1999,0.457
"991","Rajasthan",2000,0.462
"992","Rajasthan",2001,0.466
"993","Rajasthan",2002,0.472
"994","Rajasthan",2003,0.485
"995","Rajasthan",2004,0.494
"996","Rajasthan",2005,0.503
"997","Rajasthan",2006,0.512
"998","Rajasthan",2007,0.52
"999","Rajasthan",2008,0.526
"1000","Rajasthan",2009,0.53
"1001","Rajasthan",2010,0.539
"1002","Rajasthan",2011,0.552
"1003","Rajasthan",2012,0.559
"1004","Rajasthan",2013,0.57
"1005","Rajasthan",2014,0.585
"1006","Rajasthan",2015,0.598
"1007","Rajasthan",2016,0.614
"1008","Rajasthan",2017,0.628
"1009","Rajasthan",2018,0.635
"1010","Rajasthan",2019,0.645
"1011","Rajasthan",2020,0.645
"1012","Rajasthan",2021,0.64
"1013","Rajasthan",2022,0.652
"1014","Rajasthan",2023,0.65625
"1015","Rajasthan",2024,0.6605
"1016","Sikkim",1990,0.546
"1017","Sikkim",1991,0.549
"1018","Sikkim",1992,0.555
"1019","Sikkim",1993,0.549
"1020","Sikkim",1994,0.545
"1021","Sikkim",1995,0.542
"1022","Sikkim",1996,0.541
"1023","Sikkim",1997,0.538
"1024","Sikkim",1998,0.536
"1025","Sikkim",1999,0.536
"1026","Sikkim",2000,0.542
"1027","Sikkim",2001,0.546
"1028","Sikkim",2002,0.553
"1029","Sikkim",2003,0.567
"1030","Sikkim",2004,0.576
"1031","Sikkim",2005,0.585
"1032","Sikkim",2006,0.594
"1033","Sikkim",2007,0.603
"1034","Sikkim",2008,0.61
"1035","Sikkim",2009,0.615
"1036","Sikkim",2010,0.625
"1037","Sikkim",2011,0.638
"1038","Sikkim",2012,0.645
"1039","Sikkim",2013,0.656
"1040","Sikkim",2014,0.672
"1041","Sikkim",2015,0.684
"1042","Sikkim",2016,0.7
"1043","Sikkim",2017,0.706
"1044","Sikkim",2018,0.704
"1045","Sikkim",2019,0.705
"1046","Sikkim",2020,0.705
"1047","Sikkim",2021,0.699
"1048","Sikkim",2022,0.712
"1049","Sikkim",2023,0.714
"1050","Sikkim",2024,0.716
"1051","Tamil Nadu",1990,0.476
"1052","Tamil Nadu",1991,0.478
"1053","Tamil Nadu",1992,0.484
"1054","Tamil Nadu",1993,0.488
"1055","Tamil Nadu",1994,0.494
"1056","Tamil Nadu",1995,0.5
"1057","Tamil Nadu",1996,0.507
"1058","Tamil Nadu",1997,0.513
"1059","Tamil Nadu",1998,0.519
"1060","Tamil Nadu",1999,0.528
"1061","Tamil Nadu",2000,0.536
"1062","Tamil Nadu",2001,0.543
"1063","Tamil Nadu",2002,0.552
"1064","Tamil Nadu",2003,0.569
"1065","Tamil Nadu",2004,0.581
"1066","Tamil Nadu",2005,0.593
"1067","Tamil Nadu",2006,0.606
"1068","Tamil Nadu",2007,0.615
"1069","Tamil Nadu",2008,0.622
"1070","Tamil Nadu",2009,0.628
"1071","Tamil Nadu",2010,0.638
"1072","Tamil Nadu",2011,0.653
"1073","Tamil Nadu",2012,0.662
"1074","Tamil Nadu",2013,0.667
"1075","Tamil Nadu",2014,0.676
"1076","Tamil Nadu",2015,0.682
"1077","Tamil Nadu",2016,0.691
"1078","Tamil Nadu",2017,0.693
"1079","Tamil Nadu",2018,0.687
"1080","Tamil Nadu",2019,0.685
"1081","Tamil Nadu",2020,0.685
"1082","Tamil Nadu",2021,0.679
"1083","Tamil Nadu",2022,0.692
"1084","Tamil Nadu",2023,0.69325
"1085","Tamil Nadu",2024,0.6945
"1086","Telangana",1990,0.624
"1087","Telangana",1991,0.628
"1088","Telangana",1992,0.634
"1089","Telangana",1993,0.628
"1090","Telangana",1994,0.624
"1091","Telangana",1995,0.621
"1092","Telangana",1996,0.619
"1093","Telangana",1997,0.617
"1094","Telangana",1998,0.615
"1095","Telangana",1999,0.615
"1096","Telangana",2000,0.617
"1097","Telangana",2001,0.618
"1098","Telangana",2002,0.621
"1099","Telangana",2003,0.632
"1100","Telangana",2004,0.637
"1101","Telangana",2005,0.643
"1102","Telangana",2006,0.649
"1103","Telangana",2007,0.644
"1104","Telangana",2008,0.638
"1105","Telangana",2009,0.63
"1106","Telangana",2010,0.628
"1107","Telangana",2011,0.63
"1108","Telangana",2012,0.627
"1109","Telangana",2013,0.63
"1110","Telangana",2014,0.638
"1111","Telangana",2015,0.644
"1112","Telangana",2016,0.653
"1113","Telangana",2017,0.657
"1114","Telangana",2018,0.653
"1115","Telangana",2019,0.653
"1116","Telangana",2020,0.653
"1117","Telangana",2021,0.647
"1118","Telangana",2022,0.66
"1119","Telangana",2023,0.66175
"1120","Telangana",2024,0.6635
"1121","Tripura",1990,0.45
"1122","Tripura",1991,0.452
"1123","Tripura",1992,0.458
"1124","Tripura",1993,0.465
"1125","Tripura",1994,0.474
"1126","Tripura",1995,0.483
"1127","Tripura",1996,0.493
"1128","Tripura",1997,0.501
"1129","Tripura",1998,0.511
"1130","Tripura",1999,0.521
"1131","Tripura",2000,0.524
"1132","Tripura",2001,0.526
"1133","Tripura",2002,0.53
"1134","Tripura",2003,0.541
"1135","Tripura",2004,0.548
"1136","Tripura",2005,0.555
"1137","Tripura",2006,0.561
"1138","Tripura",2007,0.572
"1139","Tripura",2008,0.581
"1140","Tripura",2009,0.588
"1141","Tripura",2010,0.599
"1142","Tripura",2011,0.615
"1143","Tripura",2012,0.625
"1144","Tripura",2013,0.627
"1145","Tripura",2014,0.633
"1146","Tripura",2015,0.636
"1147","Tripura",2016,0.642
"1148","Tripura",2017,0.637
"1149","Tripura",2018,0.626
"1150","Tripura",2019,0.617
"1151","Tripura",2020,0.617
"1152","Tripura",2021,0.612
"1153","Tripura",2022,0.624
"1154","Tripura",2023,0.6235
"1155","Tripura",2024,0.623
"1156","Uttar Pradesh",1990,0.398
"1157","Uttar Pradesh",1991,0.401
"1158","Uttar Pradesh",1992,0.405
"1159","Uttar Pradesh",1993,0.411
"1160","Uttar Pradesh",1994,0.417
"1161","Uttar Pradesh",1995,0.423
"1162","Uttar Pradesh",1996,0.43
"1163","Uttar Pradesh",1997,0.436
"1164","Uttar Pradesh",1998,0.442
"1165","Uttar Pradesh",1999,0.45
"1166","Uttar Pradesh",2000,0.455
"1167","Uttar Pradesh",2001,0.46
"1168","Uttar Pradesh",2002,0.466
"1169","Uttar Pradesh",2003,0.479
"1170","Uttar Pradesh",2004,0.487
"1171","Uttar Pradesh",2005,0.496
"1172","Uttar Pradesh",2006,0.505
"1173","Uttar Pradesh",2007,0.512
"1174","Uttar Pradesh",2008,0.516
"1175","Uttar Pradesh",2009,0.519
"1176","Uttar Pradesh",2010,0.526
"1177","Uttar Pradesh",2011,0.536
"1178","Uttar Pradesh",2012,0.541
"1179","Uttar Pradesh",2013,0.548
"1180","Uttar Pradesh",2014,0.56
"1181","Uttar Pradesh",2015,0.568
"1182","Uttar Pradesh",2016,0.579
"1183","Uttar Pradesh",2017,0.591
"1184","Uttar Pradesh",2018,0.596
"1185","Uttar Pradesh",2019,0.604
"1186","Uttar Pradesh",2020,0.603
"1187","Uttar Pradesh",2021,0.598
"1188","Uttar Pradesh",2022,0.609
"1189","Uttar Pradesh",2023,0.61225
"1190","Uttar Pradesh",2024,0.6155
"1191","Uttarakhand",1990,0.627
"1192","Uttarakhand",1991,0.63
"1193","Uttarakhand",1992,0.636
"1194","Uttarakhand",1993,0.634
"1195","Uttarakhand",1994,0.629
"1196","Uttarakhand",1995,0.626
"1197","Uttarakhand",1996,0.624
"1198","Uttarakhand",1997,0.621
"1199","Uttarakhand",1998,0.619
"1200","Uttarakhand",1999,0.619
"1201","Uttarakhand",2000,0.62
"1202","Uttarakhand",2001,0.62
"1203","Uttarakhand",2002,0.623
"1204","Uttarakhand",2003,0.635
"1205","Uttarakhand",2004,0.641
"1206","Uttarakhand",2005,0.647
"1207","Uttarakhand",2006,0.653
"1208","Uttarakhand",2007,0.648
"1209","Uttarakhand",2008,0.641
"1210","Uttarakhand",2009,0.633
"1211","Uttarakhand",2010,0.631
"1212","Uttarakhand",2011,0.632
"1213","Uttarakhand",2012,0.629
"1214","Uttarakhand",2013,0.636
"1215","Uttarakhand",2014,0.647
"1216","Uttarakhand",2015,0.655
"1217","Uttarakhand",2016,0.666
"1218","Uttarakhand",2017,0.673
"1219","Uttarakhand",2018,0.672
"1220","Uttarakhand",2019,0.675
"1221","Uttarakhand",2020,0.675
"1222","Uttarakhand",2021,0.669
"1223","Uttarakhand",2022,0.681
"1224","Uttarakhand",2023,0.68325
"1225","Uttarakhand",2024,0.6855
"1226","West Bengal",1990,0.443
"1227","West Bengal",1991,0.446
"1228","West Bengal",1992,0.452
"1229","West Bengal",1993,0.456
"1230","West Bengal",1994,0.462
"1231","West Bengal",1995,0.468
"1232","West Bengal",1996,0.475
"1233","West Bengal",1997,0.481
"1234","West Bengal",1998,0.487
"1235","West Bengal",1999,0.495
"1236","West Bengal",2000,0.499
"1237","West Bengal",2001,0.502
"1238","West Bengal",2002,0.506
"1239","West Bengal",2003,0.518
"1240","West Bengal",2004,0.525
"1241","West Bengal",2005,0.532
"1242","West Bengal",2006,0.54
"1243","West Bengal",2007,0.547
"1244","West Bengal",2008,0.552
"1245","West Bengal",2009,0.556
"1246","West Bengal",2010,0.564
"1247","West Bengal",2011,0.575
"1248","West Bengal",2012,0.582
"1249","West Bengal",2013,0.59
"1250","West Bengal",2014,0.603
"1251","West Bengal",2015,0.613
"1252","West Bengal",2016,0.625
"1253","West Bengal",2017,0.63
"1254","West Bengal",2018,0.627
"1255","West Bengal",2019,0.628
"1256","West Bengal",2020,0.628
"1257","West Bengal",2021,0.623
"1258","West Bengal",2022,0.635
"1259","West Bengal",2023,0.637
"1260","West Bengal",2024,0.639
